trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
370,False,"{'e': 0.024723526470339388, 'a': 0.5}",20,16,7.467119074578553,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'e': 0.02447752327165267, 'a': 0.5}",20,12,15.925894026199563,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'e': 0.024233967845691113, 'a': 0.5}",25,11,25.49721881268277,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'e': 0.023992835836709175, 'a': 0.5}",20,5,16.550980173659052,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
374,False,"{'e': 0.023754103131304997, 'a': 0.5}",25,3,41.19130348262411,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'e': 0.023517745856009107, 'a': 0.5}",20,16,7.469691000130827,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'e': 0.023283740374897, 'a': 0.5}",30,16,25.872197501927673,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'e': 0.02305206328722557, 'a': 0.5}",35,25,21.45439506366764,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'e': 0.02282269142509297, 'a': 0.5}",30,0,11.106928855003101,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
379,False,"{'e': 0.022595601851121864, 'a': 0.5}",25,7,35.70966839308975,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'e': 0.02237077185616559, 'a': 0.5}",25,14,20.132686204768454,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'e': 0.022148178957037315, 'a': 0.5}",20,8,24.470034842554686,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'e': 0.02192780089426161, 'a': 0.5}",20,13,16.3737799543631,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'e': 0.02170961562984857, 'a': 0.5}",25,8,31.897697503803,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'e': 0.021493601345089923, 'a': 0.5}",25,8,33.26740194612991,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'e': 0.02127973643837717, 'a': 0.5}",30,18,22.201787235289537,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'e': 0.021067999523041434, 'a': 0.5}",20,12,18.07598879006339,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'e': 0.020858369425214716, 'a': 0.5}",30,6,48.61253119859849,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'e': 0.020650825181712566, 'a': 0.5}",20,5,-13.88322174997947,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
389,False,"{'e': 0.020445346037937653, 'a': 0.5}",25,18,14.354065693495247,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'e': 0.02024191144580439, 'a': 0.5}",30,16,26.49462947940222,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'e': 0.020040501061684014, 'a': 0.5}",20,5,27.286592457801294,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'e': 0.019841094744370288, 'a': 0.5}",20,7,18.241698540770553,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
393,False,"{'e': 0.019643672553065292, 'a': 0.5}",30,8,40.812434882222114,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
